locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHINPGCH_04011	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
IHINPGCH_04012	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
IHINPGCH_04013	CDS	447	manP_2		COG1299	PTS system mannose-specific EIIBCA component
IHINPGCH_04014	CDS	1452	manP_3		COG1299	PTS system mannose-specific EIIBCA component
IHINPGCH_04015	CDS	1071	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IHINPGCH_04016	CDS	1749	manR		COG1762	Transcriptional regulator ManR
IHINPGCH_04017	CDS	1041				hypothetical protein
IHINPGCH_04018	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
IHINPGCH_04019	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IHINPGCH_04020	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IHINPGCH_04021	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
IHINPGCH_04022	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
IHINPGCH_04023	CDS	930	fdhE		COG3058	Protein FdhE
IHINPGCH_04024	CDS	111				hypothetical protein
IHINPGCH_04025	CDS	243				hypothetical protein
IHINPGCH_04026	CDS	219				hypothetical protein
IHINPGCH_04027	CDS	93				hypothetical protein
IHINPGCH_04028	CDS	291	higA-2_2		COG2944	Antitoxin HigA-2
IHINPGCH_04029	CDS	312	higB-2_2		COG2026	Toxin HigB-2
IHINPGCH_04030	CDS	909	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
IHINPGCH_04031	CDS	942	argA_2	2.3.1.1		Amino-acid acetyltransferase
IHINPGCH_04032	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IHINPGCH_04033	CDS	873				hypothetical protein
IHINPGCH_04034	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
IHINPGCH_04035	CDS	888	yphB_2		COG2017	putative protein YphB
IHINPGCH_04036	CDS	1350	proP_3			Proline/betaine transporter
IHINPGCH_04037	CDS	1434	ygcS_3			Inner membrane metabolite transport protein YgcS
IHINPGCH_04038	CDS	1011	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
IHINPGCH_04039	CDS	888	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
IHINPGCH_04040	CDS	879	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
IHINPGCH_04041	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
IHINPGCH_04042	CDS	789	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
IHINPGCH_04043	CDS	1266	yihN			Inner membrane protein YihN
IHINPGCH_04044	CDS	981				hypothetical protein
IHINPGCH_04045	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
IHINPGCH_04046	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
IHINPGCH_04047	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
IHINPGCH_04048	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
IHINPGCH_04049	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
IHINPGCH_04050	CDS	111	yshB			putative protein YshB
IHINPGCH_04051	CDS	1374	hemN_2	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
IHINPGCH_04052	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
IHINPGCH_04053	CDS	633	engB		COG0218	putative GTP-binding protein EngB
IHINPGCH_04054	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
IHINPGCH_04055	CDS	186				hypothetical protein
IHINPGCH_04056	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
IHINPGCH_04057	CDS	1431	ydgA_2		COG5339	Protein YdgA
IHINPGCH_04058	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
IHINPGCH_04059	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
IHINPGCH_04060	CDS	270	yihD		COG3084	Protein YihD
IHINPGCH_04061	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
IHINPGCH_04062	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
IHINPGCH_04063	rRNA	102				5S ribosomal RNA
IHINPGCH_04064	rRNA	2901				23S ribosomal RNA
IHINPGCH_04065	tRNA	76				tRNA-Ala(tgc)
IHINPGCH_04066	tRNA	77				tRNA-Ile(gat)
IHINPGCH_04067	rRNA	1538				16S ribosomal RNA
IHINPGCH_04068	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
IHINPGCH_04069	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
IHINPGCH_04070	CDS	615	yigZ		COG1739	IMPACT family member YigZ
IHINPGCH_04071	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
IHINPGCH_04072	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
IHINPGCH_04073	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
IHINPGCH_04074	CDS	702	fre	1.16.1.3	COG0543	NAD(P)H-flavin reductase
IHINPGCH_04075	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
IHINPGCH_04076	CDS	489	rfaH_1		COG0250	Transcription antitermination protein RfaH
IHINPGCH_04077	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
IHINPGCH_04078	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
IHINPGCH_04079	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
IHINPGCH_04080	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
IHINPGCH_04081	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
IHINPGCH_04082	CDS	606				hypothetical protein
IHINPGCH_04083	CDS	756	ubiE_2	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
IHINPGCH_04084	CDS	1428				hypothetical protein
IHINPGCH_04085	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
IHINPGCH_04086	CDS	816	clcD_2	3.1.1.45		Carboxymethylenebutenolidase
IHINPGCH_04087	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
IHINPGCH_04088	CDS	954	metR			HTH-type transcriptional regulator MetR
IHINPGCH_04089	CDS	900				hypothetical protein
IHINPGCH_04090	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
IHINPGCH_04091	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
IHINPGCH_04092	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
IHINPGCH_04093	CDS	621	rhtC_2		COG1280	Threonine efflux protein
IHINPGCH_04094	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
IHINPGCH_04095	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
IHINPGCH_04096	CDS	468				hypothetical protein
IHINPGCH_04097	CDS	888	rarD		COG2962	Protein RarD
IHINPGCH_04098	CDS	318				hypothetical protein
IHINPGCH_04099	CDS	108				hypothetical protein
IHINPGCH_04100	CDS	849				hypothetical protein
IHINPGCH_04101	CDS	492				hypothetical protein
IHINPGCH_04102	CDS	951	corA		COG0598	Magnesium transport protein CorA
IHINPGCH_04103	CDS	765				hypothetical protein
IHINPGCH_04104	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
IHINPGCH_04105	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
IHINPGCH_04106	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
IHINPGCH_04107	CDS	708				hypothetical protein
IHINPGCH_04108	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
IHINPGCH_04109	CDS	204				hypothetical protein
IHINPGCH_04110	CDS	555				hypothetical protein
IHINPGCH_04111	CDS	1479				hypothetical protein
IHINPGCH_04112	CDS	1326				hypothetical protein
IHINPGCH_04113	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
IHINPGCH_04114	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
IHINPGCH_04115	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
IHINPGCH_04116	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
IHINPGCH_04117	CDS	1230	hemX		COG2959	Protein HemX
IHINPGCH_04118	CDS	1197	hemY		COG3071	Protein HemY
IHINPGCH_04119	CDS	162				hypothetical protein
IHINPGCH_04120	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IHINPGCH_04121	tRNA	77				tRNA-Pro(tgg)
IHINPGCH_04122	tRNA	87				tRNA-Leu(cag)
IHINPGCH_04123	tRNA	76				tRNA-His(gtg)
IHINPGCH_04124	tRNA	77				tRNA-Arg(ccg)
IHINPGCH_04125	CDS	1386	yifK		COG1113	putative transport protein YifK
IHINPGCH_04126	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
IHINPGCH_04127	CDS	1353	wzyE			putative ECA polymerase
IHINPGCH_04128	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
IHINPGCH_04129	CDS	1251	wzxE		COG2244	Lipid III flippase
IHINPGCH_04130	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
IHINPGCH_04131	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
IHINPGCH_04132	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
IHINPGCH_04133	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
IHINPGCH_04134	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
IHINPGCH_04135	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IHINPGCH_04136	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
IHINPGCH_04137	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
IHINPGCH_04138	CDS	219				hypothetical protein
IHINPGCH_04139	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
IHINPGCH_04140	CDS	330	trxA		COG0526	Thioredoxin 1
IHINPGCH_04141	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
IHINPGCH_04142	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
IHINPGCH_04143	CDS	2022	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
IHINPGCH_04144	CDS	450				hypothetical protein
IHINPGCH_04145	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
IHINPGCH_04146	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
IHINPGCH_04147	CDS	894	gltC_4			HTH-type transcriptional regulator GltC
IHINPGCH_04148	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
IHINPGCH_04149	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
IHINPGCH_04150	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
IHINPGCH_04151	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
IHINPGCH_04152	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
IHINPGCH_04153	CDS	90				hypothetical protein
IHINPGCH_04154	CDS	1521	comM		COG0606	Competence protein ComM
IHINPGCH_04155	CDS	339				hypothetical protein
IHINPGCH_04156	CDS	840	gltC_5			HTH-type transcriptional regulator GltC
IHINPGCH_04157	tRNA	76				tRNA-Trp(cca)
IHINPGCH_04158	rRNA	1538				16S ribosomal RNA
IHINPGCH_04159	CDS	693	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
IHINPGCH_04160	CDS	1428	hsrA			putative transport protein HsrA
IHINPGCH_04161	CDS	993	rbsR		COG1609	Ribose operon repressor
IHINPGCH_04162	CDS	930	rbsK_3	2.7.1.15	COG0524	Ribokinase
IHINPGCH_04163	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
IHINPGCH_04164	CDS	966	rbsC_4		COG1172	Ribose import permease protein RbsC
IHINPGCH_04165	CDS	1506	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
IHINPGCH_04166	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
IHINPGCH_04167	CDS	1869	kup			Low affinity potassium transport system protein kup
IHINPGCH_04168	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
IHINPGCH_04169	CDS	1452	viaA		COG2425	Protein ViaA
IHINPGCH_04170	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
IHINPGCH_04171	CDS	459	asnC		COG1522	Regulatory protein AsnC
IHINPGCH_04172	CDS	444	mioC		COG0716	Protein MioC
IHINPGCH_04173	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IHINPGCH_04174	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
IHINPGCH_04175	CDS	381	atpI		COG3312	ATP synthase protein I
IHINPGCH_04176	CDS	816	atpB		COG0356	ATP synthase subunit a
IHINPGCH_04177	CDS	240	atpE		COG0636	ATP synthase subunit c
IHINPGCH_04178	CDS	471	atpF		COG0711	ATP synthase subunit b
IHINPGCH_04179	CDS	534	atpH		COG0712	ATP synthase subunit delta
IHINPGCH_04180	CDS	1542	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
IHINPGCH_04181	CDS	864	atpG		COG0224	ATP synthase gamma chain
IHINPGCH_04182	CDS	1383	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
IHINPGCH_04183	CDS	420	atpC		COG0355	ATP synthase epsilon chain
IHINPGCH_04184	CDS	1371	glmU_1		COG1207	Bifunctional protein GlmU
IHINPGCH_04185	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IHINPGCH_04186	CDS	573	fimA_2			Type-1 fimbrial protein, A chain
IHINPGCH_04187	CDS	732	focC_2			Chaperone protein FocC
IHINPGCH_04188	CDS	2523	elfC_2		COG3188	putative outer membrane usher protein ElfC
IHINPGCH_04189	CDS	1074	elfG_2		COG3539	putative fimbrial-like protein ElfG
IHINPGCH_04190	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
IHINPGCH_04191	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
IHINPGCH_04192	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
IHINPGCH_04193	CDS	774	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
IHINPGCH_04194	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
IHINPGCH_04195	CDS	444	bglG_1		COG3711	Cryptic beta-glucoside bgl operon antiterminator
IHINPGCH_04196	CDS	330	bglG_2		COG3711	Cryptic beta-glucoside bgl operon antiterminator
IHINPGCH_04197	CDS	1878	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
IHINPGCH_04198	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
IHINPGCH_04199	CDS	1617	bglH_3		COG4580	Cryptic outer membrane porin BglH
IHINPGCH_04200	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
IHINPGCH_04201	CDS	723	nagB_3	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IHINPGCH_04202	CDS	588				hypothetical protein
IHINPGCH_04203	CDS	474	cbrB			Inner membrane protein CbrB
IHINPGCH_04204	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
IHINPGCH_04205	CDS	1338	adeP		COG2252	Adenine permease AdeP
IHINPGCH_04206	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
IHINPGCH_04207	CDS	750				hypothetical protein
IHINPGCH_04208	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
IHINPGCH_04209	CDS	1176	mdtL			Multidrug resistance protein MdtL
IHINPGCH_04210	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
IHINPGCH_04211	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
IHINPGCH_04212	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
IHINPGCH_04213	CDS	1647	yidC			Membrane protein insertase YidC
IHINPGCH_04214	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
IHINPGCH_04215	CDS	141	rpmH		COG0230	50S ribosomal protein L34
IHINPGCH_04216	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
IHINPGCH_04217	CDS	1101	dnaN		COG0592	Beta sliding clamp
IHINPGCH_04218	CDS	1074	recF_4		COG1195	DNA replication and repair protein RecF
IHINPGCH_04219	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
IHINPGCH_04220	CDS	399				hypothetical protein
IHINPGCH_04221	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
IHINPGCH_04222	CDS	657				hypothetical protein
IHINPGCH_04223	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
IHINPGCH_04224	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
IHINPGCH_04225	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
IHINPGCH_04226	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
IHINPGCH_04227	CDS	1293	dgoT			D-galactonate transporter
IHINPGCH_04228	CDS	1065	cbrA		COG0644	Protein CbrA
IHINPGCH_04229	CDS	1215				hypothetical protein
IHINPGCH_04230	CDS	261				hypothetical protein
IHINPGCH_04231	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
IHINPGCH_04232	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
IHINPGCH_04233	CDS	1662	aspT_2			Aspartate/alanine antiporter
IHINPGCH_04234	CDS	717	mngR_3		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
IHINPGCH_04235	CDS	1617	malP_3		COG1263	PTS system maltose-specific EIICB component
IHINPGCH_04236	CDS	639	aglB_1	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
IHINPGCH_04237	CDS	177	aglB_2	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
IHINPGCH_04238	CDS	894	cdhR		COG4977	HTH-type transcriptional regulator CdhR
IHINPGCH_04239	CDS	1716	yidK		COG4146	putative symporter YidK
IHINPGCH_04240	CDS	1494		3.1.6.1	COG3119	Arylsulfatase
IHINPGCH_04241	CDS	450	yidI			Inner membrane protein YidI
IHINPGCH_04242	CDS	348	yidH		COG2149	Inner membrane protein YidH
IHINPGCH_04243	CDS	363	yidG			Inner membrane protein YidG
IHINPGCH_04244	CDS	498	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IHINPGCH_04245	CDS	1185	emrD			Multidrug resistance protein D
IHINPGCH_04246	CDS	90	tisB			Small toxic protein TisB
IHINPGCH_04247	CDS	99				hypothetical protein
IHINPGCH_04248	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
IHINPGCH_04249	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
IHINPGCH_04250	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
IHINPGCH_04251	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
IHINPGCH_04252	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
IHINPGCH_04253	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
IHINPGCH_04254	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
IHINPGCH_04255	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
IHINPGCH_04256	CDS	453				hypothetical protein
IHINPGCH_04257	CDS	1233	nepI		COG2814	Purine ribonucleoside efflux pump NepI
IHINPGCH_04258	CDS	294				hypothetical protein
IHINPGCH_04259	CDS	819	nlpA		COG1464	Lipoprotein 28
IHINPGCH_04260	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
IHINPGCH_04261	CDS	1185	setC			Sugar efflux transporter C
IHINPGCH_04262	CDS	147				hypothetical protein
IHINPGCH_04263	CDS	846				hypothetical protein
IHINPGCH_04264	CDS	198				hypothetical protein
IHINPGCH_04265	CDS	489				hypothetical protein
IHINPGCH_04266	CDS	861				hypothetical protein
IHINPGCH_04267	CDS	678				hypothetical protein
IHINPGCH_04268	CDS	426				hypothetical protein
IHINPGCH_04269	CDS	213	hokC_3			Toxic protein HokC
IHINPGCH_04270	CDS	687	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
IHINPGCH_04271	CDS	426				hypothetical protein
IHINPGCH_04272	CDS	963				hypothetical protein
IHINPGCH_04273	CDS	426				hypothetical protein
IHINPGCH_04274	CDS	255				hypothetical protein
IHINPGCH_04275	CDS	420				hypothetical protein
IHINPGCH_04276	CDS	234				hypothetical protein
IHINPGCH_04277	CDS	339				hypothetical protein
IHINPGCH_04278	CDS	195				hypothetical protein
IHINPGCH_04279	CDS	189				hypothetical protein
IHINPGCH_04280	CDS	192				hypothetical protein
IHINPGCH_04281	CDS	2472	recE_2	3.1.11.-		Exodeoxyribonuclease 8
IHINPGCH_04282	CDS	1131				hypothetical protein
IHINPGCH_04283	CDS	639	ompW		COG3047	Outer membrane protein W
IHINPGCH_04284	CDS	744				hypothetical protein
IHINPGCH_04285	CDS	540	yciB		COG2917	putative intracellular septation protein A
IHINPGCH_04286	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
IHINPGCH_04287	CDS	735	tonB		COG0810	Protein TonB
IHINPGCH_04288	CDS	393	yciI		COG2350	Protein YciI
IHINPGCH_04289	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
IHINPGCH_04290	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
IHINPGCH_04291	CDS	330				hypothetical protein
IHINPGCH_04292	CDS	1005	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
IHINPGCH_04293	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
IHINPGCH_04294	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
IHINPGCH_04295	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
IHINPGCH_04296	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
IHINPGCH_04297	CDS	162				hypothetical protein
IHINPGCH_04298	CDS	156				hypothetical protein
IHINPGCH_04299	CDS	648				hypothetical protein
IHINPGCH_04300	CDS	2676	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
IHINPGCH_04301	CDS	186				hypothetical protein
IHINPGCH_04302	CDS	231				hypothetical protein
IHINPGCH_04303	CDS	510				hypothetical protein
IHINPGCH_04304	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
IHINPGCH_04305	CDS	414	hns		COG2916	DNA-binding protein H-NS
IHINPGCH_04306	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IHINPGCH_04307	CDS	1014	rssB		COG0784	Regulator of RpoS
IHINPGCH_04308	CDS	945			COG1752	putative NTE family protein
IHINPGCH_04309	CDS	459				hypothetical protein
IHINPGCH_04310	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
IHINPGCH_04311	tRNA	85				tRNA-Tyr(gta)
IHINPGCH_04312	CDS	678	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
IHINPGCH_04313	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
IHINPGCH_04314	CDS	1539	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
IHINPGCH_04315	CDS	3744	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
IHINPGCH_04316	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
IHINPGCH_04317	CDS	219				hypothetical protein
IHINPGCH_04318	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
IHINPGCH_04319	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
IHINPGCH_04320	CDS	1395				Invasin
IHINPGCH_04321	CDS	354	ychN		COG1553	Protein YchN
IHINPGCH_04322	CDS	717	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
IHINPGCH_04323	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
IHINPGCH_04324	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
IHINPGCH_04325	CDS	108	ldrA_1			Small toxic polypeptide LdrA
IHINPGCH_04326	CDS	108	ldrA_2			Small toxic polypeptide LdrA
IHINPGCH_04327	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
IHINPGCH_04328	CDS	810				hypothetical protein
IHINPGCH_04329	CDS	393	ychQ		COG3094	Protein YchQ
IHINPGCH_04330	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
IHINPGCH_04331	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
IHINPGCH_04332	CDS	1326	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
IHINPGCH_04333	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
IHINPGCH_04334	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
IHINPGCH_04335	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
IHINPGCH_04336	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
IHINPGCH_04337	CDS	279				hypothetical protein
IHINPGCH_04338	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
